sample_type,sample_num,replicate,nm_938.8510000000001,nm_943.335,nm_947.8610000000001,nm_952.429,nm_957.038,nm_961.687,nm_966.3760000000001,nm_971.105,nm_975.872,nm_980.678,nm_985.52,nm_990.4,nm_995.316,nm_1000.268,nm_1005.255,nm_1010.2769999999999,nm_1015.332,nm_1020.421,nm_1025.542,nm_1030.6960000000001,nm_1035.881,nm_1041.097,nm_1046.343,nm_1051.619,nm_1056.924,nm_1062.258,nm_1067.619,nm_1073.008,nm_1078.424,nm_1083.865,nm_1089.3319999999999,nm_1094.8239999999998,nm_1100.3410000000001,nm_1105.881,nm_1111.444,nm_1117.029,nm_1122.637,nm_1128.266,nm_1133.915,nm_1139.585,nm_1145.274,nm_1150.982,nm_1156.7089999999998,nm_1162.453,nm_1168.214,nm_1173.992,nm_1179.785,nm_1185.594,nm_1191.4180000000001,nm_1197.255,nm_1203.106,nm_1208.97,nm_1214.847,nm_1220.735,nm_1226.634,nm_1232.5439999999999,nm_1238.463,nm_1244.392,nm_1250.33,nm_1256.275,nm_1262.228,nm_1268.188,nm_1274.155,nm_1280.127,nm_1286.104,nm_1292.085,nm_1298.0710000000001,nm_1304.06,nm_1310.0510000000002,nm_1316.045,nm_1322.04,nm_1328.036,nm_1334.0320000000002,nm_1340.0279999999998,nm_1346.023,nm_1352.016,nm_1358.007,nm_1363.996,nm_1369.9820000000002,nm_1375.963,nm_1381.94,nm_1387.912,nm_1393.878,nm_1399.838,nm_1405.79,nm_1411.736,nm_1417.6729999999998,nm_1423.601,nm_1429.521,nm_1435.43,nm_1441.329,nm_1447.2160000000001,nm_1453.092,nm_1458.9560000000001,nm_1464.807,nm_1470.644,nm_1476.467,nm_1482.275,nm_1488.068,nm_1493.845,nm_1499.606,nm_1505.349,nm_1511.075,nm_1516.7820000000002,nm_1522.471,nm_1528.14,nm_1533.7879999999998,nm_1539.4160000000002,nm_1545.023,nm_1550.608,nm_1556.17,nm_1561.71,nm_1567.225,nm_1572.7160000000001,nm_1578.182,nm_1583.6229999999998,nm_1589.0379999999998,nm_1594.425,nm_1599.786,nm_1605.118,nm_1610.422,nm_1615.6970000000001,nm_1620.943,nm_1626.1570000000002,nm_1631.3410000000001,nm_1636.494,nm_1641.614,nm_1646.701
PS,MBAK010p,1,0.679846939,0.630102041,0.829081633,0.871173469,0.882653061,0.923469388,0.878826531,1,0.928571429,0.961734694,0.94005102,0.904336735,0.964285714,0.889030612,0.897959184,0.946428571,0.889030612,0.917091837,0.883928571,0.891581633,0.920918367,0.908163265,0.914540816,0.933673469,0.923469388,0.93494898,0.974489796,0.908163265,0.927295918,0.924744898,0.964285714,0.929846939,0.890306122,0.924744898,0.875,0.906887755,0.885204082,0.862244898,0.774234694,0.628826531,0.428571429,0.163265306,0.033163265,0,0.265306122,0.474489796,0.600765306,0.6875,0.729591837,0.734693878,0.696428571,0.654336735,0.655612245,0.590561224,0.56505102,0.566326531,0.539540816,0.610969388,0.661989796,0.713010204,0.762755102,0.781887755,0.850765306,0.831632653,0.864795918,0.881377551,0.911989796,0.894132653,0.895408163,0.868622449,0.926020408,0.889030612,0.903061224,0.896683673,0.860969388,0.875,0.910714286,0.871173469,0.87755102,0.867346939,0.863520408,0.839285714,0.835459184,0.806122449,0.81122449,0.816326531,0.735969388,0.770408163,0.695153061,0.725765306,0.683673469,0.644132653,0.639030612,0.617346939,0.616071429,0.594387755,0.549744898,0.5625,0.539540816,0.542091837,0.572704082,0.582908163,0.584183673,0.653061224,0.654336735,0.705357143,0.721938776,0.728316327,0.734693878,0.755102041,0.746173469,0.713010204,0.742346939,0.797193878,0.771683673,0.789540816,0.838010204,0.831632653,0.789540816,0.839285714,0.855867347,0.835459184,0.857142857,0.922193878,0.903061224,0.892857143,0.904336735,0.905612245
PS,MBAK010p,2,0.683673469,0.632653061,0.827806122,0.880102041,0.878826531,0.913265306,0.883928571,1,0.93494898,0.965561224,0.93494898,0.915816327,0.963010204,0.890306122,0.899234694,0.942602041,0.897959184,0.919642857,0.887755102,0.882653061,0.918367347,0.904336735,0.913265306,0.942602041,0.917091837,0.93494898,0.966836735,0.897959184,0.923469388,0.911989796,0.955357143,0.920918367,0.882653061,0.922193878,0.866071429,0.896683673,0.871173469,0.850765306,0.765306122,0.62755102,0.427295918,0.161989796,0.034438776,0,0.260204082,0.468112245,0.607142857,0.6875,0.720663265,0.721938776,0.691326531,0.633928571,0.642857143,0.579081633,0.554846939,0.558673469,0.536989796,0.604591837,0.651785714,0.705357143,0.75255102,0.774234694,0.839285714,0.817602041,0.850765306,0.863520408,0.889030612,0.889030612,0.889030612,0.853316327,0.908163265,0.87244898,0.875,0.87372449,0.841836735,0.853316327,0.889030612,0.852040816,0.859693878,0.855867347,0.849489796,0.817602041,0.80994898,0.788265306,0.789540816,0.803571429,0.727040816,0.758928571,0.68494898,0.707908163,0.656887755,0.628826531,0.628826531,0.598214286,0.605867347,0.572704082,0.539540816,0.551020408,0.524234694,0.517857143,0.56505102,0.571428571,0.570153061,0.631377551,0.630102041,0.682397959,0.709183673,0.707908163,0.711734694,0.732142857,0.729591837,0.698979592,0.721938776,0.794642857,0.757653061,0.767857143,0.822704082,0.802295918,0.765306122,0.806122449,0.826530612,0.8125,0.839285714,0.908163265,0.894132653,0.875,0.883928571,0.887755102
PS,MBAK010p,3,0.652298851,0.600574713,0.814655172,0.870689655,0.882183908,0.915229885,0.860632184,1,0.915229885,0.943965517,0.909482759,0.879310345,0.923850575,0.840517241,0.852011494,0.902298851,0.846264368,0.86637931,0.834770115,0.827586207,0.864942529,0.844827586,0.849137931,0.872126437,0.840517241,0.859195402,0.895114943,0.817528736,0.829022989,0.817528736,0.862068966,0.826149425,0.784482759,0.816091954,0.764367816,0.806034483,0.772988506,0.755747126,0.682471264,0.561781609,0.385057471,0.146551724,0.028735632,0,0.209770115,0.372126437,0.461206897,0.518678161,0.541666667,0.54454023,0.505747126,0.46408046,0.475574713,0.41954023,0.397988506,0.396551724,0.36637931,0.435344828,0.46408046,0.504310345,0.53591954,0.548850575,0.606321839,0.577586207,0.610632184,0.623563218,0.635057471,0.629310345,0.625,0.591954023,0.642241379,0.603448276,0.607758621,0.607758621,0.573275862,0.577586207,0.607758621,0.58045977,0.602011494,0.590517241,0.57183908,0.547413793,0.551724138,0.521551724,0.521551724,0.538793103,0.466954023,0.512931034,0.443965517,0.479885057,0.441091954,0.408045977,0.41091954,0.403735632,0.406609195,0.386494253,0.350574713,0.359195402,0.329022989,0.326149425,0.360632184,0.380747126,0.382183908,0.425287356,0.435344828,0.487068966,0.510057471,0.5,0.49137931,0.514367816,0.518678161,0.488505747,0.501436782,0.563218391,0.540229885,0.550287356,0.604885057,0.58908046,0.548850575,0.583333333,0.600574713,0.570402299,0.590517241,0.665229885,0.636494253,0.61637931,0.626436782,0.650862069
PS,MBAK077p,1,0.889953734,0.867481824,0.917713153,0.943820225,0.95935228,0.971579643,0.965300727,1,0.975545274,0.986781229,0.974553866,0.963317911,0.96860542,0.942498348,0.93688037,0.942828817,0.913747521,0.904494382,0.894580304,0.895902181,0.90548579,0.900528751,0.899537343,0.909120952,0.901520159,0.906807667,0.917052214,0.898215466,0.907138136,0.906807667,0.922339722,0.915399868,0.904824851,0.917382683,0.901850628,0.910773298,0.903172505,0.904824851,0.892927958,0.875413087,0.857898215,0.814937211,0.770654329,0.663582287,0.600462657,0.57666887,0.548578982,0.483476537,0.409120952,0.340713814,0.233972241,0.104428288,0.065102445,0.079973562,0.112359551,0.120621282,0.091539987,0.127891606,0.198942498,0.292134831,0.392597488,0.469596827,0.545274289,0.583939194,0.626569729,0.657964309,0.68935889,0.709517515,0.727032386,0.725710509,0.753800397,0.750165235,0.758426966,0.767019167,0.757435558,0.759748843,0.772967614,0.763714475,0.763384005,0.762392597,0.759087905,0.746530073,0.743555849,0.718440185,0.65333774,0.518506279,0.381692003,0.33344349,0.255783212,0.202247191,0.128883014,0.083608724,0.041308658,0,0.050561798,0.111368143,0.10343688,0.115333774,0.149041639,0.167217449,0.183410443,0.197951091,0.21150033,0.250826173,0.272306675,0.311962987,0.335095836,0.353932584,0.376734964,0.402511566,0.410442829,0.404824851,0.41870456,0.448446794,0.461335096,0.492729676,0.530733642,0.544613351,0.54957039,0.582286847,0.605419696,0.610046266,0.620290813,0.636153338,0.631857237,0.627561137,0.627230668,0.621282221
PS,MBAK077p,2,0.881860196,0.86943963,0.918255344,0.944829578,0.9615829,0.976314269,0.96909301,1,0.981802426,0.991045638,0.980358174,0.972559214,0.972270364,0.949451184,0.942807626,0.944251878,0.917677643,0.908145581,0.897458117,0.90005777,0.906990179,0.903235124,0.904679376,0.912189486,0.907279029,0.910167533,0.921143847,0.904968226,0.912767187,0.913633738,0.927209705,0.92287695,0.916811092,0.925476603,0.913633738,0.919121895,0.912189486,0.912478336,0.90005777,0.882149047,0.863373772,0.820912767,0.771230503,0.663489313,0.596476025,0.570479492,0.543327556,0.477758521,0.402946274,0.337377239,0.233679954,0.109474292,0.071057192,0.085499711,0.116406701,0.122183709,0.094165222,0.129116118,0.197862507,0.289428076,0.386481802,0.464182553,0.540439053,0.580011554,0.625072213,0.657423455,0.688908146,0.709994223,0.727902946,0.731658001,0.758521086,0.755343732,0.763720393,0.771230503,0.762564991,0.767764298,0.779318313,0.771808203,0.770652802,0.76920855,0.765742345,0.755343732,0.749855575,0.722414789,0.656556904,0.517042172,0.378105142,0.324667822,0.251010976,0.195840555,0.124494512,0.079433853,0.040727903,0,0.048815713,0.106874639,0.100808781,0.112073946,0.142980936,0.163200462,0.179664934,0.195262854,0.20768342,0.244078567,0.266608897,0.303292894,0.328422877,0.346909301,0.36886193,0.39254766,0.404101675,0.398902369,0.412189486,0.440496823,0.459849798,0.489023686,0.527151935,0.542172155,0.550837666,0.585210861,0.607163489,0.614673599,0.625361063,0.638937031,0.637492779,0.631715771,0.628249567,0.625649913
PS,MBAK077p,3,0.882129278,0.867505118,0.91634981,0.945013162,0.96051477,0.977478795,0.971629131,1,0.98157356,0.990055572,0.980403627,0.969289266,0.972214098,0.946768061,0.940625914,0.940625914,0.916642293,0.906990348,0.895291021,0.899678268,0.908160281,0.906112899,0.904357999,0.910500146,0.904065516,0.909622697,0.919274642,0.904357999,0.911377596,0.912547529,0.927464171,0.923369406,0.914009944,0.925124305,0.911670079,0.918397192,0.911670079,0.910500146,0.899093302,0.882129278,0.862825388,0.820707809,0.772448084,0.661889441,0.595203276,0.572097104,0.544603685,0.478210003,0.402456859,0.33547821,0.232816613,0.108218777,0.070488447,0.084235156,0.114945891,0.121965487,0.094472068,0.129277567,0.196841182,0.289850834,0.386662767,0.464463293,0.540801404,0.579701667,0.62591401,0.658379643,0.688797894,0.710734133,0.72886809,0.730038023,0.757238959,0.755191576,0.763381106,0.771570635,0.763966072,0.767183387,0.779467681,0.772155601,0.771278152,0.769230769,0.764843521,0.755191576,0.749926879,0.723603393,0.656624744,0.517402749,0.376718339,0.325533782,0.251535537,0.195378766,0.125182802,0.081602808,0.03948523,0,0.048844691,0.106756362,0.099151799,0.112021059,0.143901726,0.1617432,0.178999708,0.193623867,0.207370576,0.245685873,0.267622112,0.304474993,0.327581164,0.345422638,0.369991226,0.395729746,0.404211758,0.39982451,0.412986253,0.439894706,0.462415911,0.491664229,0.528224627,0.542848786,0.550453349,0.583211465,0.608365019,0.614507166,0.626498976,0.640538169,0.63878327,0.631178707,0.632056157,0.627961392
PS,MBAK104p,1,0.526442308,0.463942308,0.699519231,0.735576923,0.793269231,0.829326923,0.75,0.911057692,0.824519231,0.872596154,0.822115385,0.817307692,0.862980769,0.776442308,0.822115385,0.887019231,0.819711538,0.838942308,0.810096154,0.814903846,0.84375,0.838942308,0.848557692,0.889423077,0.887019231,0.887019231,0.925480769,0.841346154,0.872596154,0.853365385,0.935096154,0.879807692,0.841346154,0.879807692,0.826923077,0.872596154,0.853365385,0.853365385,0.807692308,0.668269231,0.471153846,0.177884615,0.050480769,0,0.295673077,0.512019231,0.651442308,0.754807692,0.795673077,0.788461538,0.745192308,0.711538462,0.759615385,0.665865385,0.653846154,0.665865385,0.632211538,0.721153846,0.757211538,0.78125,0.829326923,0.858173077,0.935096154,0.879807692,0.911057692,0.918269231,0.947115385,0.942307692,0.959134615,0.896634615,0.973557692,0.923076923,0.932692308,0.956730769,0.901442308,0.908653846,0.987980769,0.930288462,0.920673077,0.925480769,0.927884615,0.894230769,0.90625,0.899038462,0.879807692,0.903846154,0.8125,0.882211538,0.783653846,0.836538462,0.802884615,0.766826923,0.769230769,0.742788462,0.747596154,0.733173077,0.675480769,0.697115385,0.668269231,0.673076923,0.699519231,0.716346154,0.682692308,0.769230769,0.762019231,0.824519231,0.846153846,0.836538462,0.841346154,0.860576923,0.850961538,0.814903846,0.84375,0.947115385,0.870192308,0.870192308,0.942307692,0.920673077,0.846153846,0.920673077,0.932692308,0.903846154,0.939903846,0.992788462,1,0.963942308,0.971153846,0.951923077
PS,MBAK104p,2,0.450793651,0.355555556,0.641269841,0.701587302,0.765079365,0.8,0.666666667,0.898412698,0.79047619,0.86031746,0.8,0.787301587,0.857142857,0.742857143,0.79047619,0.873015873,0.784126984,0.825396825,0.784126984,0.793650794,0.841269841,0.822222222,0.828571429,0.885714286,0.863492063,0.885714286,0.949206349,0.838095238,0.888888889,0.86031746,0.955555556,0.898412698,0.822222222,0.911111111,0.819047619,0.898412698,0.863492063,0.879365079,0.831746032,0.685714286,0.488888889,0.184126984,0.095238095,0,0.301587302,0.517460317,0.647619048,0.771428571,0.812698413,0.812698413,0.774603175,0.717460317,0.771428571,0.666666667,0.66031746,0.679365079,0.625396825,0.720634921,0.749206349,0.780952381,0.828571429,0.853968254,0.949206349,0.882539683,0.920634921,0.936507937,0.961904762,0.933333333,0.949206349,0.873015873,0.987301587,0.920634921,0.904761905,0.933333333,0.882539683,0.882539683,0.968253968,0.93015873,0.901587302,0.914285714,0.911111111,0.876190476,0.907936508,0.879365079,0.847619048,0.882539683,0.752380952,0.876190476,0.752380952,0.806349206,0.793650794,0.736507937,0.771428571,0.720634921,0.714285714,0.707936508,0.666666667,0.685714286,0.631746032,0.641269841,0.676190476,0.692063492,0.66031746,0.755555556,0.726984127,0.793650794,0.815873016,0.806349206,0.80952381,0.841269841,0.812698413,0.765079365,0.787301587,0.898412698,0.819047619,0.819047619,0.933333333,0.895238095,0.8,0.885714286,0.904761905,0.873015873,0.933333333,1,0.977777778,0.942857143,0.955555556,0.923809524
PS,MBAK104p,3,0.629001883,0.587570621,0.787193974,0.824858757,0.853107345,0.868173258,0.8173258,0.952919021,0.890772128,0.920903955,0.890772128,0.875706215,0.911487759,0.84180791,0.866290019,0.919020716,0.853107345,0.883239171,0.86440678,0.860640301,0.88700565,0.877589454,0.881355932,0.911487759,0.907721281,0.913370998,0.947269303,0.894538606,0.920903955,0.900188324,0.960451977,0.928436911,0.879472693,0.922787194,0.871939736,0.905838041,0.890772128,0.875706215,0.815442561,0.677966102,0.485875706,0.188323917,0.041431262,0,0.288135593,0.525423729,0.661016949,0.745762712,0.802259887,0.789077213,0.764595104,0.725047081,0.74952919,0.670433145,0.647834275,0.657250471,0.629001883,0.706214689,0.755178908,0.796610169,0.847457627,0.870056497,0.922787194,0.905838041,0.919020716,0.937853107,0.962335217,0.949152542,0.967984934,0.920903955,1,0.943502825,0.952919021,0.973634652,0.913370998,0.93220339,0.969868173,0.951035782,0.947269303,0.922787194,0.930320151,0.913370998,0.920903955,0.894538606,0.888888889,0.911487759,0.836158192,0.88700565,0.800376648,0.815442561,0.79472693,0.760828625,0.760828625,0.738229755,0.721280603,0.708097928,0.68173258,0.683615819,0.666666667,0.687382298,0.708097928,0.717514124,0.693032015,0.764595104,0.745762712,0.813559322,0.834274953,0.830508475,0.832391714,0.845574388,0.836158192,0.815442561,0.83992467,0.903954802,0.870056497,0.873822976,0.939736347,0.919020716,0.870056497,0.930320151,0.939736347,0.915254237,0.951035782,0.988700565,0.996233522,0.971751412,0.97740113,0.952919021
PS,MBAK143p,1,0.561674009,0.495594714,0.751101322,0.77753304,0.823788546,0.870044053,0.775330396,0.949339207,0.881057269,0.911894273,0.863436123,0.832599119,0.905286344,0.832599119,0.832599119,0.918502203,0.830396476,0.86123348,0.825991189,0.845814978,0.881057269,0.86123348,0.876651982,0.907488987,0.90969163,0.911894273,0.953744493,0.863436123,0.898678414,0.887665198,0.95814978,0.9030837,0.856828194,0.922907489,0.848017621,0.907488987,0.872246696,0.872246696,0.821585903,0.68722467,0.49339207,0.200440529,0.066079295,0,0.310572687,0.504405286,0.654185022,0.762114537,0.797356828,0.803964758,0.759911894,0.709251101,0.742290749,0.671806167,0.656387665,0.671806167,0.636563877,0.726872247,0.755506608,0.784140969,0.837004405,0.859030837,0.942731278,0.898678414,0.914096916,0.927312775,0.940528634,0.929515419,0.947136564,0.883259912,0.986784141,0.90969163,0.927312775,0.947136564,0.883259912,0.900881057,0.971365639,0.918502203,0.922907489,0.916299559,0.918502203,0.896475771,0.898678414,0.881057269,0.874449339,0.896475771,0.779735683,0.870044053,0.768722467,0.814977974,0.795154185,0.735682819,0.766519824,0.72907489,0.715859031,0.711453744,0.674008811,0.696035242,0.671806167,0.674008811,0.709251101,0.724669604,0.693832599,0.77753304,0.746696035,0.801762115,0.834801762,0.832599119,0.832599119,0.859030837,0.839207048,0.788546256,0.832599119,0.914096916,0.854625551,0.86123348,0.944933921,0.911894273,0.843612335,0.933920705,0.953744493,0.9030837,0.916299559,0.99339207,1,0.971365639,0.966960352,0.95154185
PS,MBAK143p,2,0.3640553,0.324884793,0.585253456,0.638248848,0.675115207,0.716589862,0.65437788,0.83640553,0.730414747,0.769585253,0.751152074,0.728110599,0.785714286,0.68202765,0.709677419,0.806451613,0.732718894,0.758064516,0.718894009,0.732718894,0.788018433,0.755760369,0.781105991,0.820276498,0.81797235,0.822580645,0.877880184,0.783410138,0.829493088,0.794930876,0.891705069,0.831797235,0.781105991,0.847926267,0.783410138,0.829493088,0.80875576,0.813364055,0.758064516,0.64516129,0.449308756,0.170506912,0.064516129,0,0.294930876,0.488479263,0.626728111,0.723502304,0.778801843,0.771889401,0.730414747,0.684331797,0.730414747,0.652073733,0.633640553,0.656682028,0.610599078,0.695852535,0.735023041,0.767281106,0.822580645,0.834101382,0.914746544,0.8640553,0.891705069,0.907834101,0.930875576,0.912442396,0.930875576,0.877880184,0.979262673,0.903225806,0.917050691,0.944700461,0.873271889,0.875576037,0.956221198,0.898617512,0.907834101,0.894009217,0.912442396,0.887096774,0.887096774,0.877880184,0.8640553,0.887096774,0.778801843,0.884792627,0.769585253,0.820276498,0.806451613,0.741935484,0.767281106,0.732718894,0.728110599,0.711981567,0.677419355,0.693548387,0.652073733,0.66359447,0.705069124,0.714285714,0.688940092,0.776497696,0.758064516,0.815668203,0.829493088,0.83640553,0.84562212,0.868663594,0.85483871,0.804147465,0.834101382,0.940092166,0.859447005,0.880184332,0.958525346,0.923963134,0.824884793,0.921658986,0.944700461,0.898617512,0.942396313,0.997695853,1,0.98156682,0.974654378,0.953917051
PS,MBAK143p,3,0.024549918,0,0.204582651,0.253682488,0.281505728,0.32405892,0.265139116,0.407528642,0.36497545,0.392798691,0.37806874,0.37806874,0.428805237,0.36497545,0.381342062,0.448445172,0.409165303,0.43207856,0.41898527,0.43207856,0.461538462,0.451718494,0.474631751,0.512274959,0.518821604,0.518821604,0.576104746,0.51391162,0.549918167,0.535188216,0.599018003,0.56792144,0.536824877,0.582651391,0.533551555,0.574468085,0.574468085,0.58101473,0.558101473,0.466448445,0.343698854,0.160392799,0.080196399,0.032733224,0.248772504,0.391162029,0.494271686,0.569558101,0.605564648,0.600654664,0.585924714,0.56792144,0.597381342,0.543371522,0.5400982,0.561374795,0.535188216,0.600654664,0.641571195,0.656301146,0.695581015,0.718494272,0.77086743,0.74304419,0.762684124,0.787234043,0.801963993,0.788870704,0.805237316,0.769230769,0.847790507,0.806873977,0.816693944,0.836333879,0.788870704,0.801963993,0.857610475,0.831423895,0.839607201,0.842880524,0.847790507,0.829787234,0.841243863,0.829787234,0.818330606,0.844517185,0.769230769,0.842880524,0.764320786,0.821603928,0.795417349,0.761047463,0.774140753,0.741407529,0.731587561,0.723404255,0.695581015,0.703764321,0.67594108,0.661211129,0.687397709,0.695581015,0.692307692,0.761047463,0.738134206,0.785597381,0.813420622,0.8101473,0.823240589,0.841243863,0.833060556,0.800327332,0.836333879,0.906710311,0.860883797,0.87888707,0.941080196,0.918166939,0.873977087,0.924713584,0.936170213,0.913256956,0.937806874,0.995090016,1,0.981996727,0.980360065,0.957446809
PS,MBAK148p,1,0.689881735,0.651773982,0.798948752,0.808147175,0.829172142,0.846254928,0.801576873,0.919842313,0.869908016,0.894875164,0.864651774,0.863337714,0.904073587,0.835742444,0.860709593,0.906701708,0.850197109,0.885676741,0.858081472,0.863337714,0.886990802,0.875164258,0.884362681,0.91195795,0.901445466,0.905387648,0.931668857,0.872536137,0.88173456,0.856767411,0.893561104,0.862023653,0.833114323,0.872536137,0.837056505,0.865965834,0.856767411,0.846254928,0.787122208,0.655716163,0.461235217,0.173455979,0.038107753,0,0.26544021,0.487516426,0.636005256,0.730617608,0.773981603,0.772667543,0.739816032,0.699080158,0.704336399,0.642575558,0.612352168,0.613666229,0.593955322,0.67542707,0.733245729,0.776609724,0.831800263,0.862023653,0.925098555,0.905387648,0.929040736,0.94086728,0.956636005,0.952693824,0.97109067,0.938239159,1,0.964520368,0.968462549,0.975032852,0.926412615,0.94086728,0.993429698,0.957950066,0.947437582,0.939553219,0.943495401,0.922470434,0.913272011,0.901445466,0.884362681,0.894875164,0.835742444,0.85282523,0.776609724,0.781865966,0.749014455,0.696452037,0.680683311,0.655716163,0.641261498,0.634691196,0.586070959,0.586070959,0.570302234,0.575558476,0.605781866,0.608409987,0.590013141,0.658344284,0.6478318,0.709592641,0.731931669,0.737187911,0.738501971,0.767411301,0.770039422,0.739816032,0.768725361,0.833114323,0.806833114,0.818659658,0.872536137,0.868593955,0.825229961,0.880420499,0.908015769,0.885676741,0.913272011,0.960578187,0.967148489,0.948751643,0.94086728,0.935611038
PS,MBAK148p,2,0.598808342,0.560079444,0.672293942,0.706057597,0.723932473,0.742800397,0.714995035,0.800397219,0.767626614,0.79245283,0.772591857,0.767626614,0.796425025,0.760675273,0.773584906,0.810327706,0.774577954,0.789473684,0.776564052,0.787487587,0.808341609,0.798411122,0.812313803,0.836146971,0.826216485,0.840119166,0.863952334,0.813306852,0.829195631,0.803376365,0.831181728,0.809334657,0.786494538,0.820258193,0.793445879,0.815292949,0.809334657,0.794438928,0.7408143,0.619662363,0.425024826,0.160873883,0.011916584,0,0.242303873,0.467725919,0.609731877,0.701092354,0.743793446,0.744786495,0.722939424,0.687189672,0.679245283,0.627606753,0.59980139,0.593843098,0.585898709,0.667328699,0.722939424,0.774577954,0.827209533,0.859980139,0.913604767,0.904667329,0.929493545,0.941410129,0.957298908,0.959285005,0.968222443,0.949354518,0.996027805,0.968222443,0.972194638,0.974180735,0.954319762,0.959285005,1,0.966236346,0.960278054,0.945382324,0.954319762,0.934458788,0.932472691,0.910625621,0.90367428,0.914597815,0.861966236,0.875868918,0.801390268,0.798411122,0.766633565,0.724925521,0.701092354,0.68123138,0.664349553,0.640516385,0.602780536,0.604766634,0.59285005,0.597815293,0.612711023,0.615690169,0.604766634,0.663356504,0.663356504,0.714995035,0.739821251,0.745779543,0.746772592,0.776564052,0.7775571,0.75571003,0.78550149,0.838133069,0.821251241,0.842105263,0.88182721,0.879841112,0.857994042,0.902681231,0.920556107,0.905660377,0.930486594,0.968222443,0.976166832,0.965243297,0.967229394,0.957298908
PS,MBAK148p,3,0.593593594,0.55955956,0.681681682,0.703703704,0.715715716,0.742742743,0.721721722,0.803803804,0.761761762,0.78978979,0.774774775,0.768768769,0.7997998,0.768768769,0.774774775,0.806806807,0.774774775,0.790790791,0.773773774,0.786786787,0.807807808,0.808808809,0.813813814,0.835835836,0.833833834,0.844844845,0.863863864,0.816816817,0.827827828,0.805805806,0.832832833,0.807807808,0.784784785,0.821821822,0.792792793,0.825825826,0.812812813,0.7997998,0.741741742,0.620620621,0.429429429,0.161161161,0.018018018,0,0.244244244,0.469469469,0.612612613,0.705705706,0.742742743,0.748748749,0.726726727,0.68968969,0.683683684,0.631631632,0.602602603,0.597597598,0.58958959,0.662662663,0.724724725,0.777777778,0.828828829,0.860860861,0.912912913,0.904904905,0.92992993,0.93993994,0.955955956,0.95995996,0.973973974,0.952952953,1,0.972972973,0.974974975,0.977977978,0.948948949,0.960960961,0.994994995,0.966966967,0.95995996,0.955955956,0.956956957,0.931931932,0.931931932,0.908908909,0.902902903,0.913913914,0.85985986,0.87987988,0.800800801,0.7997998,0.765765766,0.720720721,0.693693694,0.683683684,0.667667668,0.643643644,0.5995996,0.601601602,0.592592593,0.592592593,0.611611612,0.613613614,0.603603604,0.65965966,0.660660661,0.70970971,0.735735736,0.740740741,0.751751752,0.772772773,0.773773774,0.762762763,0.794794795,0.845845846,0.828828829,0.844844845,0.884884885,0.878878879,0.85985986,0.907907908,0.921921922,0.913913914,0.935935936,0.973973974,0.980980981,0.967967968,0.970970971,0.960960961
PS,MBAK149p,1,0.467213115,0.445355191,0.737704918,0.786885246,0.838797814,0.893442623,0.789617486,1,0.890710383,0.918032787,0.866120219,0.827868852,0.898907104,0.795081967,0.822404372,0.918032787,0.830601093,0.844262295,0.806010929,0.808743169,0.860655738,0.833333333,0.849726776,0.87431694,0.871584699,0.866120219,0.920765027,0.803278689,0.855191257,0.81147541,0.909836066,0.849726776,0.795081967,0.852459016,0.770491803,0.816939891,0.808743169,0.819672131,0.773224044,0.633879781,0.450819672,0.18579235,0.090163934,0,0.303278689,0.5,0.601092896,0.699453552,0.74863388,0.699453552,0.674863388,0.650273224,0.677595628,0.606557377,0.590163934,0.620218579,0.581967213,0.650273224,0.677595628,0.710382514,0.756830601,0.754098361,0.819672131,0.786885246,0.792349727,0.816939891,0.830601093,0.81147541,0.836065574,0.778688525,0.871584699,0.784153005,0.803278689,0.825136612,0.745901639,0.74863388,0.830601093,0.792349727,0.778688525,0.767759563,0.770491803,0.74863388,0.784153005,0.773224044,0.743169399,0.786885246,0.655737705,0.75136612,0.647540984,0.715846995,0.693989071,0.631147541,0.661202186,0.617486339,0.595628415,0.579234973,0.538251366,0.546448087,0.527322404,0.516393443,0.540983607,0.568306011,0.527322404,0.636612022,0.573770492,0.639344262,0.683060109,0.68852459,0.672131148,0.683060109,0.663934426,0.633879781,0.672131148,0.775956284,0.68579235,0.696721311,0.770491803,0.734972678,0.658469945,0.767759563,0.789617486,0.74863388,0.773224044,0.836065574,0.863387978,0.808743169,0.795081967,0.765027322
